Country_CHINA,Country_INDIA,Online_Consumer_YES,Age_Gen X,Age_Gen Z,Age_Millennials,Annual_Salary_Low,Annual_Salary_Medium,Annual_Salary_Medium High,Gender_Male,Gender_Prefer not to say,Education_Highschool Graduate,Education_Masters Degree,Education_University Graduate,Payment_Method_Credit/Debit_YES,Living_Region_Rural Areas,Living_Region_Suburban Areas,Online_Service_Preference_YES,AI_Endorsement_YES,AI_Privacy_No_Trust _YES,AI_Enhance_Experience_YES,AI_Satisfication_Unsatisfied,AI_Tools_Used _Chatbots_YES,AI_Tools_Used_Virtual_Assistant_YES,AI_Tools_Used_Voice&Photo_Search_YES,Payment_Method_COD_YES,Payment_Method_Ewallet_YES,Product_Category_Appliances_YES,Product_Category_Electronics_YES,Product_Category_Groceries_YES,Product_Category_Personal_Care_YES,Product_Category_Clothing_YES
True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,True,False
True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True
True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,False,False
True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True
True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,True,False,False,True,True
True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True
True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,False
True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False
True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False
True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False,False
True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,True,True,True
True,False,True,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False
True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,True,False,True,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,False,True,True,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,True
True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,True,True,True,False,True,True,True
True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True
True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True,False,True,False
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True
True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True
True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,False,False,True
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,False,True
True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,False
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False
True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,False,True,False,True,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,True,True
True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,True
True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,True,False,True,False,True,False,True
True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,True
True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True
True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,True,False,True,True,True
True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,True
True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,True,False,False,True,True,False,True,False,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True
True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,True,False,True,False,True
True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,False,True,False,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False
True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,True
True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True,False,False,False
True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,True
True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,False,True,True,True
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True
True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,True,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,True,False,True,False,True,False,True
True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True
True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False
True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True
True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,False,True,False
True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True
True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True
True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True
True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True
True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True
True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,True,True
True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,True,False,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True
True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,True,True,True
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True
True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,True
True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True
True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True,False,True
True,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,False,True,False
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True
True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
True,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True
True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True
True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True
True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,False
True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True
True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,False,False,False,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,False,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True
True,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,True,False,True,True,True,True,True
True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True
True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True
True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True
True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False
True,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True
True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,True,False,True
True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True
True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,False,False,True,False,False,True,True
True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,True,True,False,False,True,True,True
True,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,False,False
True,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False,False,True,True,False,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True
True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True
True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True
True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False
True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False
True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
True,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True
True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False
True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True
True,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False
True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True
True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True
True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True
True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,True,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False
True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,True
True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True,True,False,False,True,True,True
True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,False,True,False,False
True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True
True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,True
True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True
True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,True,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True
True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True
True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,True,True,True
True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True
True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,False,True,False,False,True,True,True,True,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,True
True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True
True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True
True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True
True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True
True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False
